nanda_code,diagnosis_en,diagnosis_pt,classification,code,label_en,label_pt,edition,role,applicability,applicability_en,applicability_pt,confidence,verification_status,source_language,source_reference,source_page,review_date,notes
00355,Excessive sedentary behaviours,Comportamentos sedentários excessivos,NOC,1633,Exercise Participation,Participação em Exercício,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00356,Ineffective community health management,Gestão ineficaz da saúde comunitária,NIC,8500,Community Health Development,Desenvolvimento da Saúde Comunitária,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00356,Ineffective community health management,Gestão ineficaz da saúde comunitária,NOC,2701,Community Health Status,Estado de Saúde da Comunidade,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00357,Risk for elder frailty syndrome,Risco de síndrome de fragilidade em idosos,NIC,0180,Energy Management,Controle de Energia,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00357,Risk for elder frailty syndrome,Risco de síndrome de fragilidade em idosos,NOC,0300,Self-Care Behaviour: Activities of Daily Living,Comportamento de Autocuidado: Atividades de Vida Diária,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00358,Inadequate social support network,Rede de apoio social inadequada,NIC,5440,Support System Enhancement,Melhora do Sistema de Apoio,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00358,Inadequate social support network,Rede de apoio social inadequada,NOC,1504,Social Support,Apoio Social,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00359,Inadequate protein energy nutritional intake,Ingestão nutricional inadequada de proteínas e energia,NIC,1100,Nutrition Management,Controle da Nutrição,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00359,Inadequate protein energy nutritional intake,Ingestão nutricional inadequada de proteínas e energia,NOC,1004,Nutritional Status,Estado Nutricional,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00360,Risk for inadequate protein energy nutritional intake,Risco de ingestão nutricional inadequada de proteínas e energia,NIC,1100,Nutrition Management,Controle da Nutrição,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00360,Risk for inadequate protein energy nutritional intake,Risco de ingestão nutricional inadequada de proteínas e energia,NOC,1004,Nutritional Status,Estado Nutricional,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00361,Impaired immune response,Resposta imune prejudicada,NIC,6550,Infection Protection,Proteção contra Infecção,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00361,Impaired immune response,Resposta imune prejudicada,NOC,0702,Immune Status,Estado Imunológico,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00362,Risk for imbalanced blood pressure,Risco de pressão arterial desequilibrada,NIC,4150,Haemodynamic Regulation,Regulação Hemodinâmica,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,moderate,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00362,Risk for imbalanced blood pressure,Risco de pressão arterial desequilibrada,NOC,0401,Circulation Status,Estado Circulatório,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,moderate,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00362,Risk for imbalanced blood pressure,Risco de pressão arterial desequilibrada,NOC,1928,Risk Control: Hypertension,Controle do Risco: Hipertensão,"Nursing Outcomes Classification (NOC), 7th edition",alternative,Use when hypertension is the identified direction of instability.,Use when hypertension is the identified direction of instability.,Usar quando a instabilidade identificada se manifestar como hipertensão.,high,contextual_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00362,Risk for imbalanced blood pressure,Risco de pressão arterial desequilibrada,NOC,1933,Risk Control: Hypotension,Controle do Risco: Hipotensão,"Nursing Outcomes Classification (NOC), 7th edition",alternative,Use when hypotension is the identified direction of instability.,Use when hypotension is the identified direction of instability.,Usar quando a instabilidade identificada se manifestar como hipotensão.,high,contextual_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00363,Impaired sitting ability,Capacidade de sentar-se prejudicada,NIC,0221,Exercise Therapy: Ambulation,Terapia com Exercício: Deambulação,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,moderate,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00363,Impaired sitting ability,Capacidade de sentar-se prejudicada,NOC,0208,Mobility,Mobilidade,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,moderate,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00364,Impaired standing ability,Capacidade de ficar em pé prejudicada,NIC,0221,Exercise Therapy: Ambulation,Terapia com Exercício: Deambulação,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,moderate,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00364,Impaired standing ability,Capacidade de ficar em pé prejudicada,NOC,0208,Mobility,Mobilidade,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,moderate,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00365,Impaired walking ability,Capacidade de locomoção prejudicada,NIC,0221,Exercise Therapy: Ambulation,Terapia com Exercício: Deambulação,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00365,Impaired walking ability,Capacidade de locomoção prejudicada,NOC,0200,Ambulation,Deambulação,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00366,Excessive caregiving burden,sobrecarga excessiva de cuidados,NIC,7040,Caregiver Support,Apoio ao Cuidador,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00366,Excessive caregiving burden,sobrecarga excessiva de cuidados,NOC,2210,Caregiver Role Endurance,Resistência no Papel de Cuidador,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00367,Impaired transferring ability,Capacidade de transferência prejudicada,NIC,0970,Transfer,Transferência,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00367,Impaired transferring ability,Capacidade de transferência prejudicada,NOC,0208,Mobility,Mobilidade,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00368,Readiness for enhanced verbal communication,Prontidão para uma comunicação verbal aprimorada,NIC,4976,Communication Enhancement: Speech Deficit,Melhora da Comunicação: Déficit da Fala,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00368,Readiness for enhanced verbal communication,Prontidão para uma comunicação verbal aprimorada,NOC,0902,Communication,Comunicação,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00369,Risk for ineffective health self-management,Risco de autogestão ineficaz da saúde,NIC,4480,Self-Responsibility Facilitation,Facilitação da Autorresponsabilidade,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,moderate,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00369,Risk for ineffective health self-management,Risco de autogestão ineficaz da saúde,NOC,1613,Self-Management of Care,Autogestão dos Cuidados,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,moderate,current_edition_verified,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00370,Risk for excessive fluid volume,Risco de volume excessivo de fluidos,NIC,4120,Fluid Management,Controle de Líquidos,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00370,Risk for excessive fluid volume,Risco de volume excessivo de fluidos,NOC,0603,Fluid Overload Severity,Gravidade da Sobrecarga Hídrica,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00371,Ineffective chestfeeding,amamentação ineficaz,NIC,5244,Breastfeeding Counselling,Aconselhamento sobre Amamentação,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,current_edition_verified,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00371,Ineffective chestfeeding,amamentação ineficaz,NOC,1000,Breastfeeding Establishment: Infant,Estabelecimento da Amamentação: Lactente,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
