review_priority,evidence_basis,code,description_en,description_pt,nanda_domain,nanda_class,nanda_source_page,nanda_pdf_page,nic_code,nic_label_en,nic_label_pt,nic_reuse_count,noc_code,noc_label_en,noc_label_pt,noc_reuse_count,mapping_confidence,mapping_status,contextual_alternative_count,contextual_nic_codes,contextual_noc_codes,mapping_reference,mapping_rationale,mapping_review_date
medium,edition_baseline_plus_semantic_match,00367,Impaired transferring ability,Capacidade de transferência prejudicada,4,2,361,444,0970,Transfer,Transferência,1,0208,Mobility,Mobilidade,9,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Transfer intervention directly matches impaired transferring ability.,2026-09-08
medium,edition_baseline_plus_semantic_match,00370,Risk for excessive fluid volume,Risco de volume excessivo de fluidos,2,5,313,378,4120,Fluid Management,Controle de Líquidos,5,0603,Fluid Overload Severity,Gravidade da Sobrecarga Hídrica,2,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Fluid Overload Severity directly measures excessive fluid volume.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00371,Ineffective chestfeeding,amamentação ineficaz,2,1,284,341,5244,Breastfeeding Counselling,Aconselhamento sobre Amamentação,9,1000,Breastfeeding Establishment: Infant,Estabelecimento da Amamentação: Lactente,5,high,curated_current_editions_contextual,1,,1002 Breastfeeding Maintenance,https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,NIC 8th no longer lists legacy 1054; Breastfeeding Counselling (5244) is current and directly supports breastfeeding establishment.,2026-09-08
medium,edition_baseline_plus_semantic_match,00374,Risk for excessive bleeding,Risco de sangramento excessivo,11,2,588,739,4010,Bleeding Precautions,Precauções contra Sangramento,1,0413,Blood Loss Severity,Gravidade da Perda de Sangue,1,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Bleeding Precautions and Blood Loss Severity directly address bleeding risk.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00382,Risk for disrupted exclusive chestfeeding,Risco de interrupção do aleitamento materno exclusivo,2,1,290,349,5244,Breastfeeding Counselling,Aconselhamento sobre Amamentação,9,1000,Breastfeeding Establishment: Infant,Estabelecimento da Amamentação: Lactente,5,high,curated_current_editions_contextual,1,,1002 Breastfeeding Maintenance,https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,NIC 8th no longer lists legacy 1054; Breastfeeding Counselling (5244) is current and directly supports breastfeeding establishment.,2026-09-08
medium,edition_baseline_plus_semantic_match,00386,Impaired sexual function,Disfunção sexual,8,2,476,589,5248,Sexual Counselling,Aconselhamento Sexual,1,0119,Sexual Functioning,Funcionamento Sexual,1,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Sexual Counselling and Sexual Functioning directly address impaired sexual function.,2026-09-08
medium,edition_baseline_plus_semantic_match,00390,Excessive fear,Medo excessivo,9,2,513,635,5230,Coping Enhancement,Melhora do Enfrentamento,5,1210,Fear Level,Nível de Medo,1,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Coping support with Fear Level provides a direct measurable fear outcome.,2026-09-08
medium,edition_baseline_plus_semantic_match,00399,Excessive death anxiety,Ansiedade excessiva em relação à morte,9,2,511,633,5820,Anxiety Reduction,Redução da Ansiedade,2,1211,Anxiety Level,Nível de Ansiedade,2,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,"Anxiety Reduction and Anxiety Level directly address excessive anxiety, including death anxiety.",2026-09-08
medium,edition_baseline_plus_semantic_match,00400,Excessive anxiety,Ansiedade excessiva,9,2,509,630,5820,Anxiety Reduction,Redução da Ansiedade,2,1211,Anxiety Level,Nível de Ansiedade,2,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,"Anxiety Reduction and Anxiety Level directly address excessive anxiety, including death anxiety.",2026-09-08
medium,edition_baseline_plus_semantic_match,00402,Risk for occupational physical injury,Risco de lesões físicas ocupacionais,11,4,616,773,6610,Risk Identification,Identificação de Risco,10,1908,Risk Detection,Detecção de Risco,8,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Risk Identification and Risk Detection are appropriate primary safety linkages.,2026-09-08
medium,edition_baseline_plus_semantic_match,00404,Risk for occupational illness,Risco de doenças ocupacionais,11,4,614,771,6610,Risk Identification,Identificação de Risco,10,1908,Risk Detection,Detecção de Risco,8,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Risk Identification and Risk Detection are appropriate primary safety linkages.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00406,Risk for ineffective chestfeeding,Risco de amamentação ineficaz,2,1,286,344,5244,Breastfeeding Counselling,Aconselhamento sobre Amamentação,9,1000,Breastfeeding Establishment: Infant,Estabelecimento da Amamentação: Lactente,5,high,curated_current_editions_contextual,1,,1002 Breastfeeding Maintenance,https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,NIC 8th no longer lists legacy 1054; Breastfeeding Counselling (5244) is current and directly supports breastfeeding establishment.,2026-09-08
medium,edition_baseline_plus_semantic_match,00407,Risk for ineffective sleep pattern,Risco de padrão de sono ineficaz,4,1,347,425,1850,Sleep Enhancement,Melhora do Sono,5,0004,Sleep,Sono,5,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Sleep Enhancement and Sleep directly match sleep-pattern and sleep-hygiene diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00408,Risk for ineffective sleep hygiene behaviours,Risco de comportamentos ineficazes de higiene do sono,4,1,352,430,1850,Sleep Enhancement,Melhora do Sono,5,0004,Sleep,Sono,5,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Sleep Enhancement and Sleep directly match sleep-pattern and sleep-hygiene diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00409,Risk for inadequate nutritional intake,Risco de ingestão nutricional inadequada,2,1,277,333,1100,Nutrition Management,Controle da Nutrição,7,1004,Nutritional Status,Estado Nutricional,7,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Nutrition Management and Nutritional Status directly address intake/eating dynamics.,2026-09-08
medium,edition_baseline_plus_semantic_match,00417,Readiness for enhanced sleep pattern,Preparação para um padrão de sono melhorado,4,1,349,427,1850,Sleep Enhancement,Melhora do Sono,5,0004,Sleep,Sono,5,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Sleep Enhancement and Sleep directly match sleep-pattern and sleep-hygiene diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00419,Readiness for enhanced nutritional intake,Prontidão para uma ingestão nutricional aprimorada,2,1,279,335,1100,Nutrition Management,Controle da Nutrição,7,1004,Nutritional Status,Estado Nutricional,7,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Nutrition Management and Nutritional Status directly address intake/eating dynamics.,2026-09-08
medium,edition_baseline_plus_semantic_match,00420,Risk for inadequate fluid volume,Risco de volume inadequado de fluidos,2,5,316,381,4120,Fluid Management,Controle de Líquidos,5,0602,Hydration,Hidratação,2,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Hydration directly measures inadequate fluid volume while Fluid Management targets correction/prevention.,2026-09-08
medium,edition_baseline_plus_semantic_match,00421,Inadequate fluid volume,Volume de fluido inadequado,2,5,314,379,4120,Fluid Management,Controle de Líquidos,5,0602,Hydration,Hidratação,2,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Hydration directly measures inadequate fluid volume while Fluid Management targets correction/prevention.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00422,Risk for impaired gastrointestinal motility,Risco de comprometimento da motilidade gastrointestinal,3,2,329,400,0430,Bowel Management,Controle Intestinal,4,1015,Gastrointestinal Function,Função Gastrointestinal,2,high,curated_current_editions_contextual,0,,,https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,Corrects obsolete/invalid NOC code 1050: Gastrointestinal Function is 1015 in NOC 7th edition; Bowel Management supports motility management.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00423,Impaired gastrointestinal motility,Motilidade gastrointestinal prejudicada,3,2,328,398,0430,Bowel Management,Controle Intestinal,4,1015,Gastrointestinal Function,Função Gastrointestinal,2,high,curated_current_editions_contextual,0,,,https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,Corrects obsolete/invalid NOC code 1050: Gastrointestinal Function is 1015 in NOC 7th edition; Bowel Management supports motility management.,2026-09-08
medium,edition_baseline_plus_semantic_match,00424,Impaired fecal continence,Incontinência fecal prejudicada,3,2,338,412,0410,Bowel Incontinence Care,Cuidados na Incontinência Intestinal,2,0500,Bowel Continence,Continência Intestinal,2,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Bowel Incontinence Care and Bowel Continence directly address fecal continence.,2026-09-08
medium,edition_baseline_plus_semantic_match,00435,Inadequate health knowledge,Conhecimento inadequado sobre saúde,5,4,411,508,5602,Teaching: Disease Process,Ensino: Processo da Doença,5,1803,Knowledge: Disease Management,Conhecimento: Controle da Doença,2,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Teaching: Disease Process and Knowledge: Disease Management directly address inadequate/enhanced health knowledge.,2026-09-08
medium,edition_baseline_plus_semantic_match,00442,Readiness for enhanced self-care abilities,Prontidão para habilidades aprimoradas de autocuidado,4,5,390,481,1800,Self-Care Assistance,Assistência no Autocuidado,3,0300,Self-Care Behaviour: Activities of Daily Living,Comportamento de Autocuidado: Atividades de Vida Diária,5,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,General self-care assistance and ADL self-care behaviour match the syndrome/readiness construct.,2026-09-08
medium,edition_baseline_plus_semantic_match,00451,Impaired infant neurodevelopmental organisation,Organização neurodesenvolvimental infantil prejudicada,13,2,670,841,8250,Developmental Care,Cuidado Desenvolvimental,3,0117,Preterm Infant Organisation,Organização do Lactente Prematuro,3,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Developmental Care is the current NIC label for 8250; Preterm Infant Organisation is a direct NOC construct for neurodevelopmental organisation.,2026-09-08
medium,edition_baseline_plus_semantic_match,00452,Risk for impaired infant neurodevelopmental organisation,Risco de comprometimento da organização do neurodesenvolvimento infantil,13,2,672,844,8250,Developmental Care,Cuidado Desenvolvimental,3,0117,Preterm Infant Organisation,Organização do Lactente Prematuro,3,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Developmental Care is the current NIC label for 8250; Preterm Infant Organisation is a direct NOC construct for neurodevelopmental organisation.,2026-09-08
medium,edition_baseline_plus_semantic_match,00453,Readiness for enhanced infant neurodevelopmental organisation,Preparação para uma melhor organização do neurodesenvolvimento infantil,13,2,674,846,8250,Developmental Care,Cuidado Desenvolvimental,3,0117,Preterm Infant Organisation,Organização do Lactente Prematuro,3,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Developmental Care is the current NIC label for 8250; Preterm Infant Organisation is a direct NOC construct for neurodevelopmental organisation.,2026-09-08
medium,edition_baseline_plus_semantic_match,00454,Impaired spiritual well-being,Bem-estar espiritual prejudicado,10,3,525,651,5420,Spiritual Support,Apoio Espiritual,6,2001,Spiritual Health,Saúde Espiritual,7,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Spiritual Support and Spiritual Health directly address spiritual well-being.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00456,Maladaptive community coping,Enfrentamento comunitário desadaptativo,9,2,492,608,8500,Community Health Development,Desenvolvimento da Saúde Comunitária,4,2704,Community Resilience,Resiliência da Comunidade,2,high,curated_current_editions_contextual,1,,2701 Community Health Status,https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,"Corrects NOC 2700, which means Social Competence in NOC 7th. Community Resilience (2704) is the more direct community-level coping outcome.",2026-09-08
medium,edition_baseline_plus_semantic_match,00460,Risk for impaired spiritual well-being,Risco de comprometimento do bem-estar espiritual,10,3,527,654,5420,Spiritual Support,Apoio Espiritual,6,2001,Spiritual Health,Saúde Espiritual,7,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Spiritual Support and Spiritual Health directly address spiritual well-being.,2026-09-08
medium,edition_baseline_plus_semantic_match,00463,Risk for accidental suffocation,Risco de asfixia acidental,11,2,586,736,6610,Risk Identification,Identificação de Risco,10,1908,Risk Detection,Detecção de Risco,8,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Risk Identification and Risk Detection are appropriate primary safety linkages.,2026-09-08
medium,edition_baseline_plus_semantic_match,00469,Risk for accidental poisoning,Risco de envenenamento acidental,11,4,612,769,6610,Risk Identification,Identificação de Risco,10,1908,Risk Detection,Detecção de Risco,8,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Risk Identification and Risk Detection are appropriate primary safety linkages.,2026-09-08
medium,edition_baseline_plus_semantic_match,00471,Risk for hyperthermia,Risco de hipertermia,11,6,632,796,3900,Temperature Regulation,Regulação da Temperatura,9,0800,Thermoregulation,Termorregulação,9,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Temperature Regulation and Thermoregulation directly match thermoregulation diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00472,Decreased body temperature,Diminuição da temperatura corporal,11,6,626,786,3900,Temperature Regulation,Regulação da Temperatura,9,0800,Thermoregulation,Termorregulação,9,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Temperature Regulation and Thermoregulation directly match thermoregulation diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00473,Risk for decreased body temperature,Risco de diminuição da temperatura corporal,11,6,628,789,3900,Temperature Regulation,Regulação da Temperatura,9,0800,Thermoregulation,Termorregulação,9,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Temperature Regulation and Thermoregulation directly match thermoregulation diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00474,Decreased neonatal body temperature,Diminuição da temperatura corporal neonatal,11,6,622,781,3900,Temperature Regulation,Regulação da Temperatura,9,0800,Thermoregulation,Termorregulação,9,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Temperature Regulation and Thermoregulation directly match thermoregulation diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00476,Risk for decreased neonatal body temperature,Risco de diminuição da temperatura corporal neonatal,11,6,624,784,3900,Temperature Regulation,Regulação da Temperatura,9,0800,Thermoregulation,Termorregulação,9,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Temperature Regulation and Thermoregulation directly match thermoregulation diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00478,Risk for delayed child growth,Risco de atraso no crescimento infantil,13,1,660,830,1160,Nutritional Monitoring,Monitoração Nutricional,2,0110,Growth,Crescimento,2,high,curated_current_editions_contextual,0,,,https://www.scielo.org.mx/scielo.php?pid=S2448-60942024000100206&script=sci_arttext&tlng=en,Current concept analysis explicitly identifies NOC Growth (0110) and nutritional monitoring/management interventions for delayed child growth.,2026-09-08
medium,current_edition_code_label_listing_plus_semantic_match,00479,Readiness for enhanced chestfeeding,Prontidão para amamentação aprimorada,2,1,292,351,5244,Breastfeeding Counselling,Aconselhamento sobre Amamentação,9,1000,Breastfeeding Establishment: Infant,Estabelecimento da Amamentação: Lactente,5,high,curated_current_editions_contextual,1,,1002 Breastfeeding Maintenance,https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,NIC 8th no longer lists legacy 1054; Breastfeeding Counselling (5244) is current and directly supports breastfeeding establishment.,2026-09-08
medium,edition_baseline_plus_semantic_match,00480,Risk for chronic inadequate self-esteem,Risco de baixa autoestima crônica,6,2,435,539,5400,Self-Esteem Enhancement,Melhora da Autoestima,4,1205,Self-Esteem,Autoestima,7,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Self-Esteem Enhancement and Self-Esteem directly match inadequate self-esteem diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00481,Situational inadequate self-esteem,autoestima inadequada situacional,6,2,437,541,5400,Self-Esteem Enhancement,Melhora da Autoestima,4,1205,Self-Esteem,Autoestima,7,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Self-Esteem Enhancement and Self-Esteem directly match inadequate self-esteem diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00482,Risk for situational inadequate self-esteem,Risco de autoestima inadequada situacional,6,2,439,543,5400,Self-Esteem Enhancement,Melhora da Autoestima,4,1205,Self-Esteem,Autoestima,7,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Self-Esteem Enhancement and Self-Esteem directly match inadequate self-esteem diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00483,Chronic inadequate self-esteem,autoestima cronicamente inadequada,6,2,433,536,5400,Self-Esteem Enhancement,Melhora da Autoestima,4,1205,Self-Esteem,Autoestima,7,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Self-Esteem Enhancement and Self-Esteem directly match inadequate self-esteem diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00490,Risk for decreased perioperative body temperature,Risco de diminuição da temperatura corporal perioperatória,11,6,629,791,3900,Temperature Regulation,Regulação da Temperatura,9,0800,Thermoregulation,Termorregulação,9,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Temperature Regulation and Thermoregulation directly match thermoregulation diagnoses.,2026-09-08
medium,edition_baseline_plus_semantic_match,00492,Risk for impaired fluid volume balance,Risco de desequilíbrio do volume de fluidos,2,5,310,374,4120,Fluid Management,Controle de Líquidos,5,0601,Fluid Balance,Equilíbrio Hídrico,1,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Fluid Management and Fluid Balance directly address fluid-volume balance.,2026-09-08
medium,edition_baseline_plus_semantic_match,00497,Disrupted body image,Imagem corporal distorcida,6,3,443,547,5220,Body Image Enhancement,Melhora da Imagem Corporal,1,1200,Body Image,Imagem Corporal,1,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Body Image Enhancement and Body Image directly match the diagnosis.,2026-09-08
medium,edition_baseline_plus_semantic_match,00499,Readiness for enhanced health knowledge,Preparação para um maior conhecimento sobre saúde,5,4,413,510,5602,Teaching: Disease Process,Ensino: Processo da Doença,5,1803,Knowledge: Disease Management,Conhecimento: Controle da Doença,2,high,curated_current_editions_contextual,0,,,https://nursing.uiowa.edu/center-for-nursing-classification-and-clinical-effectiveness,Teaching: Disease Process and Knowledge: Disease Management directly address inadequate/enhanced health knowledge.,2026-09-08
normal,specific_literature_or_source,00004,Risk for infection,Risco de infecção,11,1,540,670,6540,Infection Control,Controle de Infecção,4,1924,Risk Control: Infectious Process,Controle de Risco: Processo Infeccioso,2,high,curated_current_editions_contextual,0,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8242432/,Infection Control and Risk Control: Infectious Process directly address infection risk.,2026-09-08
normal,specific_literature_or_source,00016,Impaired urinary elimination,Eliminação urinária prejudicada,3,1,319,386,0590,Urinary Elimination Management,Controle da Eliminação Urinária,1,0503,Urinary Elimination,Eliminação Urinária,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12080,Urinary Elimination Management and Urinary Elimination directly match the diagnosis.,2026-09-08
normal,specific_literature_or_source,00017,Stress urinary incontinence,Incontinência urinária de esforço,3,1,324,393,0610,Urinary Incontinence Care,Cuidados na Incontinência Urinária,5,0502,Urinary Continence,Continência Urinária,5,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12080,Urinary Incontinence Care and Urinary Continence directly address incontinence.,2026-09-08
normal,specific_literature_or_source,00019,Urge urinary incontinence,Incontinência urinária de urgência,3,1,325,394,0610,Urinary Incontinence Care,Cuidados na Incontinência Urinária,5,0502,Urinary Continence,Continência Urinária,5,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12080,Urinary Incontinence Care and Urinary Continence directly address incontinence.,2026-09-08
normal,specific_literature_or_source,00022,Risk for urge urinary incontinence,Risco de incontinência urinária de urgência,3,1,327,396,0610,Urinary Incontinence Care,Cuidados na Incontinência Urinária,5,0502,Urinary Continence,Continência Urinária,5,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12080,Urinary Incontinence Care and Urinary Continence directly address incontinence.,2026-09-08
normal,specific_literature_or_source,00030,Impaired gas exchange,Troca gasosa prejudicada,3,4,341,416,3350,Respiratory Monitoring,Monitoração Respiratória,1,0402,Respiratory Status: Gas Exchange,Estado Respiratório: Troca Gasosa,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12307,Respiratory Monitoring and Respiratory Status: Gas Exchange are established linkages for impaired gas exchange.,2026-09-08
normal,specific_literature_or_source,00031,Ineffective airway clearance,Desobstrução ineficaz das vias aéreas,11,2,584,734,3250,Cough Enhancement,Melhora da Tosse,1,0410,Respiratory Status: Airway Patency,Estado Respiratório: Permeabilidade das Vias Aéreas,2,high,curated_current_editions_contextual,0,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8242432/,Cough Enhancement and airway patency are established for ineffective airway clearance.,2026-09-08
normal,specific_literature_or_source,00032,Ineffective breathing pattern,Padrão respiratório ineficaz,4,4,381,468,3390,Ventilation Assistance,Assistência Ventilatória,4,0403,Respiratory Status: Ventilation,Estado Respiratório: Ventilação,4,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12307,Ventilation Assistance and Respiratory Status: Ventilation directly address ineffective ventilation/breathing.,2026-09-08
normal,specific_literature_or_source,00033,Impaired spontaneous ventilation,Ventilação espontânea prejudicada,4,4,383,471,3390,Ventilation Assistance,Assistência Ventilatória,4,0403,Respiratory Status: Ventilation,Estado Respiratório: Ventilação,4,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12307,Ventilation Assistance and Respiratory Status: Ventilation directly address ineffective ventilation/breathing.,2026-09-08
normal,specific_literature_or_source,00044,Impaired tissue integrity,Integridade tecidual comprometida,11,2,564,704,3660,Wound Care,Cuidados com Feridas,2,1101,Tissue Integrity: Skin & Mucous Membranes,Integridade Tissular: Pele e Mucosas,6,high,curated_current_editions_contextual,0,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8242432/,Wound/skin care and tissue integrity directly address established tissue/skin impairment.,2026-09-08
normal,specific_literature_or_source,00046,Impaired skin integrity,Integridade da pele comprometida,11,2,568,711,3660,Wound Care,Cuidados com Feridas,2,1101,Tissue Integrity: Skin & Mucous Membranes,Integridade Tissular: Pele e Mucosas,6,high,curated_current_editions_contextual,0,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8242432/,Wound/skin care and tissue integrity directly address established tissue/skin impairment.,2026-09-08
normal,specific_literature_or_source,00051,Impaired verbal communication,Comunicação verbal prejudicada,5,5,420,520,4976,Communication Enhancement: Speech Deficit,Melhora da Comunicação: Déficit da Fala,3,0902,Communication,Comunicação,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.3390/ijerph16224504,Communication Enhancement: Speech Deficit and Communication are a direct verbal-communication pairing.,2026-09-08
normal,specific_literature_or_source,00052,Impaired social interaction,Interação social prejudicada,7,3,469,580,5100,Socialization Enhancement,Melhora da Socialização,5,1502,Social Interaction Skills,Habilidades de Interação Social,4,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/jan.16652,Socialization Enhancement and Social Interaction Skills directly match impaired social interaction.,2026-09-08
normal,specific_literature_or_source,00055,Ineffective role performance,Desempenho de função ineficaz,7,3,463,572,5370,Role Enhancement,Melhora do Papel,1,1501,Role Performance,Desempenho de Papel,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Role Enhancement and Role Performance directly match ineffective role performance.,2026-09-08
normal,specific_literature_or_source,00075,Readiness for enhanced family coping,Prontidão para um melhor enfrentamento familiar,9,2,491,607,7140,Family Support,Apoio Familiar,2,2600,Family Coping,Enfrentamento Familiar,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Family Support and Family Coping directly address family coping.,2026-09-08
normal,specific_literature_or_source,00080,Ineffective family health management,Gestão ineficaz da saúde familiar,1,2,219,254,7110,Family Involvement Promotion,Promoção do Envolvimento Familiar,3,2606,Family Health Status,Estado de Saúde Familiar,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Family involvement and Family Health Status are contemporary family-management linkages.,2026-09-08
normal,specific_literature_or_source,00097,Decreased diversional activity engagement,Diminuição do envolvimento em atividades de lazer,1,1,207,240,5360,Recreational Therapy,Terapia Recreacional,2,1604,Leisure Participation,Participação em Atividades de Lazer,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/j.2047-3095.2013.01233.x,Leisure/recreation intervention and outcome directly target reduced diversional engagement.,2026-09-08
normal,specific_literature_or_source,00103,Impaired swallowing,Dificuldade de deglutição,2,1,304,366,1860,Swallowing Therapy,Terapia para Deglutição,1,1010,Swallowing Status,Estado da Deglutição,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1177/20473087261443252,Swallowing Therapy and Swallowing Status directly address impaired swallowing.,2026-09-08
normal,specific_literature_or_source,00128,Acute confusion,Confusão aguda,5,4,403,498,6440,Delirium Management,Controle do Delirium,1,0900,Cognition,Cognição,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.3390/ijerph16224504,Delirium Management and Cognition are validated for acute confusion.,2026-09-08
normal,specific_literature_or_source,00158,Readiness for enhanced coping,Prontidão para um enfrentamento aprimorado,9,2,489,605,5230,Coping Enhancement,Melhora do Enfrentamento,5,1302,Coping,Enfrentamento,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Coping Enhancement and Coping directly address maladaptive/enhanced coping.,2026-09-08
