classification,code,current_label_en,current_label_pt,status,risk_review,old_label_en,recovered_en,recovered_pt,diagnosis_count,diagnosis_codes,diagnoses_en,diagnoses_pt,review_en,review_pt,fact_check_notes,source_notes,review_status
NOC,1914,Risk Control: Cardiovascular Disease,Controle do Risco: Doença Cardiovascular,AUTHOR_NEW,STANDARD,,,,1,00311,Risk for impaired cardiovascular function,Risco de comprometimento da função cardiovascular,"NOC 1914 — Risk Control: Cardiovascular Disease. Local example evaluation: assess whether the person knows their major modifiable cardiovascular risks and follows the agreed plan for tobacco avoidance, activity, diet, blood pressure, lipids, diabetes and medicines; document correct preventive-medicine use and attendance at monitoring or follow-up; track blood pressure and other ordered risk markers against individualized targets rather than a universal threshold; evaluate whether the person recognizes heart attack or stroke warning symptoms and knows how to seek urgent help; use selected licensed NOC indicators and scale for formal scoring.","NOC 1914 — Controle do Risco: Doença Cardiovascular. Exemplo local de avaliação: avaliar se a pessoa conhece principais riscos cardiovasculares modificáveis e segue plano acordado para tabaco, atividade, dieta, pressão, lipídios, diabetes e medicamentos; documentar uso correto de medicamentos preventivos e comparecimento ao monitoramento ou seguimento; acompanhar pressão e outros marcadores prescritos em relação a metas individualizadas, não limiar universal; avaliar se reconhece sinais de infarto ou AVC e sabe buscar ajuda urgente; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal.",Cardiovascular risk-control evaluation aligned with individualized prevention.,https://www.nice.org.uk/guidance/ng238/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,1920,Elopement Risk,Risco de Fuga,AUTHOR_NEW,STANDARD,,,,1,00290,Risk for escape attempt,Risco de tentativa de fuga,"NOC 1920 — Elopement Risk. Local example evaluation: document the person-specific triggers and early behaviours associated with unsafe wandering or elopement and the time or location pattern; assess orientation, cognition, unmet needs, agitation, environmental cues and ability to use the agreed safety plan; track attempts, near-exits and successful use of redirection or support rather than only completed elopement; evaluate whether the least restrictive environmental and supervision measures reduce risk without unnecessary confinement; use selected licensed NOC indicators and scale for formal scoring and activate local missing-person or emergency procedures when immediate danger exists.","NOC 1920 — Risco de Fuga. Exemplo local de avaliação: documentar gatilhos e sinais precoces específicos associados a fuga ou deambulação insegura e padrão de horário ou local; avaliar orientação, cognição, necessidades não atendidas, agitação, pistas ambientais e capacidade de usar plano de segurança; acompanhar tentativas, quase-saídas e uso bem-sucedido de redirecionamento ou apoio em vez de apenas fugas completas; avaliar se medidas ambientais e de supervisão menos restritivas reduzem risco sem confinamento desnecessário; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e acionar protocolo local de pessoa desaparecida ou emergência quando houver perigo imediato.",Elopement-risk evaluation uses least-restrictive safety and capacity principles.,https://www.nice.org.uk/guidance/ng97/chapter/Recommendations | https://www.nice.org.uk/guidance/ng108/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,1924,Risk Control: Infectious Process,Controle de Risco: Processo Infeccioso,AUTHOR_NEW,STANDARD,,,,2,00004; 00500,Risk for infection | Risk for surgical wound infection,Risco de infecção | Risco de infecção da ferida cirúrgica,"NOC 1924 — Risk Control: Infectious Process. Local example evaluation: assess whether the person or caregiver performs infection-prevention actions relevant to the situation, such as hand hygiene, wound or device care, respiratory hygiene and prescribed transmission precautions; document ability to recognize individualized local or systemic infection warning signs and seek timely review; track device necessity, wound status and exposure events or near-misses where relevant; evaluate correct use of prescribed prophylaxis or treatment without equating adherence with absence of infection; use selected licensed NOC indicators and scale for formal scoring and escalate clinical deterioration.","NOC 1924 — Controle de Risco: Processo Infeccioso. Exemplo local de avaliação: avaliar se pessoa ou cuidador realiza ações de prevenção relevantes como higiene das mãos, cuidado de ferida ou dispositivo, higiene respiratória e precauções prescritas; documentar capacidade de reconhecer sinais individualizados locais ou sistêmicos e buscar avaliação oportuna; acompanhar necessidade de dispositivos, estado de feridas e exposições ou quase-eventos quando pertinente; avaliar uso correto de profilaxia ou tratamento prescrito sem igualar adesão à ausência de infecção; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e escalar deterioração clínica.",Infectious-risk control aligned with CDC standard precautions and observed preventive behaviour.,https://www.cdc.gov/infection-control/hcp/basics/standard-precautions.html,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,1927,Risk Control: Dry Eye,Controle de Risco: Olho Seco,AUTHOR_NEW,STANDARD,,,,1,00219,Risk for dry eye,Risco de olho seco,"NOC 1927 — Risk Control: Dry Eye. Local example evaluation: assess whether the person reduces avoidable smoke, wind or air-conditioning and prolonged screen exposure and uses blink breaks or humidification when helpful; document correct use of prescribed lubricants and contact-lens care and ability to recognize worsening symptoms; track frequency of dryness, grittiness, burning or fluctuating vision and whether prevention measures reduce episodes; assess protection when eyelid closure or corneal sensation is impaired; use selected licensed NOC indicators and scale for formal scoring and refer pain, photophobia, marked redness or reduced vision.","NOC 1927 — Controle de Risco: Olho Seco. Exemplo local de avaliação: avaliar se a pessoa reduz exposição evitável a fumaça, vento ou ar-condicionado e telas prolongadas e usa pausas de piscar ou umidificação quando útil; documentar uso correto de lubrificantes prescritos e cuidados com lentes e capacidade de reconhecer piora; acompanhar frequência de ressecamento, sensação de areia, ardor ou visão flutuante e se prevenção reduz episódios; avaliar proteção quando fechamento palpebral ou sensibilidade corneana estão prejudicados; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e encaminhar dor, fotofobia, vermelhidão intensa ou redução visual.",Dry-eye risk control aligned with NEI symptom and prevention guidance.,https://www.nei.nih.gov/eye-health-information/eye-conditions-and-diseases/dry-eye,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,1932,Risk Control: Thrombus,Controle do Risco: Trombo,AUTHOR_NEW,STANDARD,,,,1,00291,Risk for thrombosis,Risco de trombose,"NOC 1932 — Risk Control: Thrombus. Local example evaluation: assess whether VTE-risk-reduction measures in the individualized plan are being followed, including early mobility, hydration when appropriate and prescribed mechanical or pharmacological prophylaxis; document correct use and tolerance of compression devices or medicines and any bleeding or skin complications; monitor for unilateral leg swelling or pain or sudden chest pain, dyspnoea, haemoptysis, syncope or unexplained tachycardia; reassess risk when mobility or clinical status changes; use selected licensed NOC indicators and scale for formal scoring and escalate suspected DVT or pulmonary embolism urgently.","NOC 1932 — Controle do Risco: Trombo. Exemplo local de avaliação: avaliar se medidas individualizadas de redução de risco de TEV estão sendo seguidas, incluindo mobilidade precoce, hidratação quando apropriada e profilaxia mecânica ou farmacológica prescrita; documentar uso e tolerância corretos de dispositivos compressivos ou medicamentos e complicações de sangramento ou pele; monitorar edema ou dor unilateral de membro ou dor torácica súbita, dispneia, hemoptise, síncope ou taquicardia inexplicada; reavaliar risco quando mobilidade ou condição mudar; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e escalar suspeita de TVP ou embolia pulmonar com urgência.",Thrombus-risk control aligned with NICE VTE prevention and urgent symptom recognition.,https://www.nice.org.uk/guidance/ng89/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,1947,Safe Home Environment: Child's Room,Ambiente Domiciliar Seguro: Quarto da Criança,AUTHOR_NEW,STANDARD,,,,1,00156,Risk for sudden infant death,Risco de morte súbita infantil,"NOC 1947 — Safe Home Environment: Child's Room. Local example evaluation: assess whether the infant’s sleep space is a separate, firm, flat, non-inclined surface with a fitted sheet and no pillows, loose bedding, bumpers, positioners or soft objects; verify the infant is placed supine for every sleep and that caregivers understand room-sharing without bed-sharing as the safer arrangement; document avoidance of smoke exposure, overheating and unsafe couches or armchairs for sleep; assess caregiver understanding and ability to implement the plan at home; use selected licensed NOC indicators and scale for formal scoring and correct unsafe sleep setups before discharge.","NOC 1947 — Ambiente Domiciliar Seguro: Quarto da Criança. Exemplo local de avaliação: avaliar se espaço de sono do lactente é superfície própria, firme, plana, não inclinada, com lençol ajustado e sem travesseiros, roupa solta, protetores, posicionadores ou objetos macios; confirmar posição supina em todo sono e compreensão do compartilhamento do quarto sem compartilhar a cama como opção mais segura; documentar prevenção de fumaça, superaquecimento e sono em sofá ou poltrona; avaliar compreensão e capacidade do cuidador de implementar em casa; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e corrigir configuração insegura antes da alta.",Safe-sleep evaluation aligned with AAP 2022 recommendations.,https://publications.aap.org/pediatrics/article/150/1/e2022057990/188304/Sleep-Related-Infant-Deaths-Updated-2022,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,2001,Spiritual Health,Saúde Espiritual,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Spiritual Health,"NOC 2001 — Spiritual Health. Example evaluation: Score connection to meaning, values, or desired spiritual practices; example target 2/5 to 4/5.","NOC 2001 — Saúde espiritual (English: Spiritual Health). Exemplo de avaliação: Pontuar conexão com significado, valores ou práticas espirituais desejadas; exemplo de meta 2/5 para 4/5.",7,00068; 00169; 00170; 00171; 00175; 00454; 00460,Readiness for enhanced spiritual well-being | Impaired religiosity | Risk for impaired religiosity | Readiness for enhanced religiosity | Moral distress | Impaired spiritual well-being | Risk for impaired spiritual well-being,Prontidão para um maior bem-estar espiritual | Religiosidade prejudicada | Risco de religiosidade prejudicada | Prontidão para uma religiosidade reforçada | Angústia moral | Bem-estar espiritual prejudicado | Risco de comprometimento do bem-estar espiritual,"NOC 2001 — Spiritual Health. Local evaluation examples: assess whether the person reports connection with meaning, values, hope or desired spiritual/religious practices and whether illness has caused conflict or distress in these areas; document access to chosen spiritual/community support and ability to participate in desired rituals or reflection; evaluate whether care respects beliefs and reduces spiritual distress without imposing beliefs; compare with the person’s own goals; use selected licensed NOC indicators/scale for formal scoring and refer severe spiritual/existential distress when requested or clinically significant.","NOC 2001 — Saúde Espiritual. Exemplos locais de avaliação: avaliar se a pessoa relata conexão com significado, valores, esperança ou práticas espirituais/religiosas desejadas e se a doença gerou conflito ou sofrimento nessas áreas; documentar acesso a apoio espiritual/comunitário escolhido e capacidade de participar de rituais ou reflexão desejados; avaliar se o cuidado respeita crenças e reduz sofrimento espiritual sem impor convicções; comparar com os próprios objetivos da pessoa; utilizar indicadores/escala NOC licenciados selecionados para pontuação formal e encaminhar sofrimento espiritual/existencial grave quando desejado ou clinicamente relevante.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.who.int/europe/news-room/fact-sheets/item/palliative-care,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NOC,2002,Personal Well-Being,Bem-Estar Pessoal,AUTHOR_NEW,STANDARD,,,,2,00273; 00488,Imbalanced energy field | Risk for compromised human dignity,Campo energético desequilibrado | Risco de violação da dignidade humana,"NOC 2002 — Personal Well-Being. Local example evaluation: ask the person to rate their overall sense of comfort, dignity, meaning, autonomy and satisfaction with daily life in terms that matter to them; document ability to participate in valued activities and relationships and whether symptoms or environmental or social barriers reduce well-being; evaluate response to evidence-based symptom care, supportive relationships and chosen complementary comfort practices without attributing improvement to an unproven energy mechanism; compare with the person’s own baseline and goals; use selected licensed NOC indicators and scale for formal scoring and address severe distress or loss of dignity.","NOC 2002 — Bem-Estar Pessoal. Exemplo local de avaliação: perguntar como a pessoa avalia sensação global de conforto, dignidade, significado, autonomia e satisfação com vida diária em termos que importam a ela; documentar capacidade de participar de atividades e relacionamentos valorizados e se sintomas ou barreiras ambientais ou sociais reduzem bem-estar; avaliar resposta a cuidado sintomático baseado em evidências, relações de apoio e práticas complementares escolhidas sem atribuir melhora a mecanismo energético não comprovado; comparar com linha de base e metas da própria pessoa; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e abordar sofrimento grave ou perda de dignidade.",Well-being evaluation protects against unsupported energy-mechanism claims.,https://www.who.int/news-room/fact-sheets/detail/palliative-care | https://www.nccih.nih.gov/health/reiki,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,2010,Comfort Status: Physical,Estado de Conforto: Físico,AUTHOR_NEW,STANDARD,,,,2,00378; 00380,Readiness for enhanced physical comfort | Impaired physical comfort,Prontidão para maior conforto físico | Conforto físico prejudicado,"NOC 2010 — Comfort Status: Physical. Local example evaluation: ask which physical sensations are uncomfortable and assess pain, breathlessness, nausea, temperature, position, skin or oral dryness, itching and device-related discomfort; document severity and functional impact using methods the person can communicate; reassess after positioning, environmental changes, hygiene or mouth care and prescribed symptom treatment; track whether rest and activity can occur with acceptable comfort rather than demanding absence of all symptoms; use selected licensed NOC indicators and scale for formal scoring and escalate uncontrolled or rapidly worsening symptoms.","NOC 2010 — Estado de Conforto: Físico. Exemplo local de avaliação: perguntar quais sensações físicas estão desconfortáveis e avaliar dor, dispneia, náusea, temperatura, posição, ressecamento de pele ou boca, prurido e desconforto por dispositivos; documentar intensidade e impacto funcional com método que a pessoa consiga comunicar; reavaliar após posicionamento, mudanças ambientais, higiene ou cuidado oral e tratamento prescrito; acompanhar se repouso e atividade ocorrem com conforto aceitável em vez de exigir ausência de sintomas; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e escalar sintomas não controlados ou em rápida piora.",Physical-comfort evaluation aligned with symptom-oriented palliative principles.,https://www.who.int/news-room/fact-sheets/detail/palliative-care,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,2011,Comfort Status: Psychospiritual,Estado de Conforto: Psicoespiritual,AUTHOR_NEW,STANDARD,,,,2,00377; 00379,Readiness for enhanced psychological comfort | Impaired psychological comfort,Prontidão para um maior conforto psicológico | Conforto psicológico prejudicado,"NOC 2011 — Comfort Status: Psychospiritual. Local example evaluation: assess peace, anxiety, meaning, hope, spiritual or existential distress and whether the person feels emotionally safe and heard; document access to desired cultural, spiritual, psychological or relational support and whether care respects beliefs and preferences; evaluate whether distress decreases after supportive conversation, symptom control or chosen spiritual practices without imposing beliefs; compare with the person’s own goals for comfort; use selected licensed NOC indicators and scale for formal scoring and refer severe distress, hopelessness or self-harm risk.","NOC 2011 — Estado de Conforto: Psicoespiritual. Exemplo local de avaliação: avaliar tranquilidade, ansiedade, significado, esperança, sofrimento espiritual ou existencial e se a pessoa se sente emocionalmente segura e ouvida; documentar acesso a apoio cultural, espiritual, psicológico ou relacional desejado e se o cuidado respeita crenças e preferências; avaliar se sofrimento reduz após conversa de apoio, controle de sintomas ou práticas espirituais escolhidas sem impor crenças; comparar com metas próprias de conforto; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e encaminhar sofrimento grave, desesperança ou risco de autolesão.",Psychospiritual-comfort evaluation is preference-based and non-prescriptive.,https://www.who.int/news-room/fact-sheets/detail/palliative-care,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,2012,Comfort Status: Sociocultural,Estado de Conforto: Sociocultural,AUTHOR_NEW,STANDARD,,,,1,00376,Readiness for enhanced social comfort,Prontidão para maior conforto social,"NOC 2012 — Comfort Status: Sociocultural. Local example evaluation: assess whether the care environment and relationships respect the person’s cultural identity, language, privacy, family or community roles and preferred level of social contact; document social inclusion, discrimination, conflict and access to culturally meaningful food, practices or support where feasible; evaluate whether interpretation, family or community connection and environmental adaptations improve comfort and belonging; compare with the person’s stated preferences rather than staff assumptions; use selected licensed NOC indicators and scale for formal scoring and address safeguarding or discrimination concerns.","NOC 2012 — Estado de Conforto: Sociocultural. Exemplo local de avaliação: avaliar se ambiente de cuidado e relações respeitam identidade cultural, idioma, privacidade, papéis familiares ou comunitários e nível preferido de contato social; documentar inclusão, discriminação, conflito e acesso a alimentos, práticas ou apoio culturalmente significativos quando possível; avaliar se interpretação, conexão familiar ou comunitária e adaptações ambientais melhoram conforto e pertencimento; comparar com preferências declaradas e não suposições da equipe; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e abordar proteção ou discriminação.",Sociocultural-comfort evaluation uses person-defined culture and inclusion.,https://www.who.int/publications/m/item/community-engagement-for-quality--people-centred-health-services,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,2015,Health Literacy Behaviour,Comportamento de Literacia em Saúde,AUTHOR_NEW,STANDARD,,,,3,00262; 00339; 00411,Readiness for enhanced health literacy | Inadequate health literacy | Risk for inadequate health literacy,Preparação para uma maior literacia em saúde | Alfabetização em saúde inadequada | Risco de alfabetização em saúde inadequada,"NOC 2015 — Health Literacy Behaviour. Local example evaluation: assess whether the person can find or access trustworthy health information, understand the key message, judge what applies to them and communicate questions; document ability to use labels, appointment instructions, medication information and digital or printed resources with the accommodations provided; use teach-back or show-me to evaluate understanding and correct action rather than reading ability alone; assess whether the person can navigate services and seek help when needed; use selected licensed NOC indicators and scale for formal scoring and record the supports that enable successful health decisions.","NOC 2015 — Comportamento de Literacia em Saúde. Exemplo local de avaliação: avaliar se a pessoa consegue encontrar ou acessar informação confiável, compreender mensagem-chave, julgar o que se aplica e comunicar dúvidas; documentar capacidade de usar rótulos, instruções de consultas, informações de medicamentos e recursos digitais ou impressos com adaptações fornecidas; usar teach-back ou show-me para avaliar compreensão e ação correta e não apenas leitura; avaliar se consegue navegar serviços e buscar ajuda quando necessário; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e registrar apoios que permitem decisões bem-sucedidas.",Health-literacy behaviour aligned with AHRQ teach-back and accessible communication.,https://www.ahrq.gov/sites/default/files/publications/files/healthlittoolkit2_1.pdf,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,2102,Pain Level,Nível de Dor,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Pain Level,NOC 2102 — Pain Level. Example evaluation: Record pain using a 0–10 scale plus impact on function; example target: reduce from 7/10 to ≤3/10.,NOC 2102 — Nível da dor (English: Pain Level). Exemplo de avaliação: Registrar dor em escala 0–10 e impacto funcional; exemplo de meta: reduzir de 7/10 para ≤3/10.,4,00132; 00133; 00255; 00256,Acute pain | Chronic pain | Chronic pain syndrome | Labour pain,Dor aguda | dor crônica | Síndrome da dor crônica | dor do parto,"NOC 2102 — Pain Level. Local evaluation examples: use a consistent self-report scale or behavioural pain tool appropriate to the person and document location/quality as well as intensity; assess pain at rest and during the activity that matters to the person; record effect on sleep, movement, breathing, mood and function; compare pre/post-intervention pain and function rather than setting a universal score such as ≤3/10; use selected licensed NOC indicators/scale for formal scoring and escalate new severe or rapidly changing pain with red flags.","NOC 2102 — Nível de Dor. Exemplos locais de avaliação: utilizar escala de autorrelato consistente ou ferramenta comportamental apropriada e documentar localização/qualidade além da intensidade; avaliar dor em repouso e durante atividade importante para a pessoa; registrar impacto sobre sono, movimento, respiração, humor e função; comparar dor e função antes/depois da intervenção em vez de definir meta universal como ≤3/10; utilizar indicadores/escala NOC licenciados selecionados para pontuação formal e escalar dor intensa nova ou em rápida mudança com sinais de alarme.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.nice.org.uk/guidance/ng193/chapter/recommendations | https://www.cdc.gov/mmwr/volumes/71/rr/rr7103a1.htm,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NOC,2108,Substance Withdrawal Severity,Severidade da Abstinência de Substâncias,AUTHOR_NEW,HIGH,,,,2,00258; 00259,Acute substance withdrawal syndrome | Risk for acute substance withdrawal syndrome,síndrome de abstinência aguda de substâncias | Risco de síndrome de abstinência aguda de substâncias,"NOC 2108 — Substance Withdrawal Severity. Local evaluation examples: trend the validated withdrawal score specified by the local protocol together with pulse, blood pressure, temperature and respiratory status; document tremor, sweating, agitation/anxiety, nausea/vomiting, sleep disturbance, orientation and perceptual symptoms; monitor for seizures, delirium, severe autonomic instability or oversedation from treatment; record the time course and response to prescribed withdrawal therapy rather than a single score; use the selected licensed NOC indicators/scale for formal scoring and escalate severe or worsening withdrawal.","NOC 2108 — Severidade da Abstinência de Substâncias. Exemplos locais de avaliação: acompanhar o escore validado de abstinência definido pelo protocolo local juntamente com pulso, pressão arterial, temperatura e estado respiratório; documentar tremor, sudorese, agitação/ansiedade, náuseas/vômitos, alteração do sono, orientação e sintomas perceptivos; monitorar convulsões, delirium, instabilidade autonômica grave ou sedação excessiva decorrente do tratamento; registrar a evolução temporal e a resposta à terapia prescrita para abstinência, e não apenas um escore isolado; utilizar os indicadores/escala NOC licenciados selecionados para a pontuação formal e escalar abstinência grave ou em piora.",Evidence-reviewed locally authored example guidance; not verbatim or official NIC/NOC activity/indicator text. Checked for alignment with the current classification label and the linked diagnoses; avoids fixed numeric NOC targets unless clinically meaningful and preserves escalation/scope boundaries for high-risk care.,https://www.asam.org/quality-care/clinical-guidelines/alcohol-withdrawal-management-guideline,EVIDENCE_REVIEWED_HIGH_RISK_DRAFT
NOC,2109,Discomfort Level,Nível de Desconforto,AUTHOR_NEW,STANDARD,,,,1,00342,Impaired end-of-life comfort syndrome,Síndrome de conforto no fim da vida prejudicada,"NOC 2109 — Discomfort Level. Local example evaluation: ask the person to identify the dominant source of discomfort and rate its intensity or burden using a method they can communicate; assess physical, emotional, environmental and relational contributors rather than assuming discomfort equals pain; document effect on sleep, rest, interaction and care participation and reassess after each targeted intervention; in end-of-life care, compare comfort with the person’s priorities and acceptable trade-offs such as alertness versus sedation; use selected licensed NOC indicators and scale for formal scoring and escalate uncontrolled distressing symptoms.","NOC 2109 — Nível de Desconforto. Exemplo local de avaliação: pedir que a pessoa identifique principal fonte de desconforto e avalie intensidade ou carga com método que consiga comunicar; avaliar contribuintes físicos, emocionais, ambientais e relacionais em vez de presumir que desconforto é apenas dor; documentar efeito sobre sono, repouso, interação e participação no cuidado e reavaliar após cada intervenção; no fim de vida, comparar conforto com prioridades e compensações aceitáveis como alerta versus sedação; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e escalar sintomas angustiantes não controlados.",Discomfort evaluation separates discomfort from pain and tracks response.,https://www.who.int/news-room/fact-sheets/detail/palliative-care,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,2110,Dry Eye Severity,Gravidade do Olho Seco,AUTHOR_NEW,STANDARD,,,,1,00277,Ineffective dry eye self-management,Autogestão ineficaz da síndrome do olho seco,"NOC 2110 — Dry Eye Severity. Local example evaluation: track dry-eye symptoms such as grittiness, burning, irritation, fluctuating vision and discomfort together with frequency and triggers; assess ocular-surface redness and ability to keep eyes comfortably open and perform visual tasks; document response to prescribed lubricants and environmental measures and any contact-lens intolerance; note pain, photophobia or reduced vision as findings requiring eye assessment rather than just higher symptom severity; use selected licensed NOC indicators and scale for formal scoring.","NOC 2110 — Gravidade do Olho Seco. Exemplo local de avaliação: acompanhar sintomas de olho seco como sensação de areia, ardor, irritação, visão flutuante e desconforto, frequência e gatilhos; avaliar vermelhidão da superfície ocular e capacidade de manter olhos confortavelmente abertos e realizar tarefas visuais; documentar resposta a lubrificantes prescritos e medidas ambientais e intolerância a lentes; considerar dor, fotofobia ou redução visual como achados que exigem avaliação ocular e não apenas maior gravidade; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal.",Dry-eye severity evaluation aligned with NEI symptom and red-flag concepts.,https://www.nei.nih.gov/eye-health-information/eye-conditions-and-diseases/dry-eye,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,2117,Lymphoedema Severity,Gravidade do Linfedema,AUTHOR_NEW,STANDARD,,,,2,00278; 00281,Ineffective lymphooooedema self-management | Risk for ineffective lymphooooedema self-management,Autogestão ineficaz do linfedema | Risco de autogestão ineficaz do linfedema,"NOC 2117 — Lymphoedema Severity. Local example evaluation: measure and trend swelling of the affected limb or area with a consistent locally approved method and document tissue or skin changes, heaviness, discomfort and functional limitation; assess whether prescribed compression is worn correctly and tolerated and whether movement or activity is maintained; monitor for cellulitis, wounds or sudden asymmetrical swelling and investigate other causes before attributing all swelling to lymphoedema; document response to the individualized lymphoedema programme and quality-of-life impact; use selected licensed NOC indicators and scale for formal scoring and escalate suspected infection or acute vascular complication.","NOC 2117 — Gravidade do Linfedema. Exemplo local de avaliação: medir e acompanhar edema do membro ou área com método local consistente e documentar mudanças de tecido ou pele, sensação de peso, desconforto e limitação funcional; avaliar se compressão prescrita é usada corretamente e tolerada e se movimento ou atividade são mantidos; monitorar celulite, feridas ou edema assimétrico súbito e investigar outras causas antes de atribuir todo inchaço ao linfedema; documentar resposta ao programa individual e impacto na qualidade de vida; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e escalar suspeita de infecção ou complicação vascular aguda.",Lymphoedema severity evaluation uses symptoms/function and flags infection or vascular complications.,https://www.nice.org.uk/guidance/ng101/chapter/Recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,2210,Caregiver Role Endurance,Resistência no Papel de Cuidador,AUTHOR_NEW,STANDARD,,,,2,00366; 00401,Excessive caregiving burden | Risk for excessive caregiving burden,sobrecarga excessiva de cuidados | Risco de sobrecarga de cuidados,"NOC 2210 — Caregiver Role Endurance. Local example evaluation: track caregiver sleep, physical symptoms, emotional distress, confidence, time burden and ability to sustain essential care tasks without injury or neglect of their own needs; assess whether respite, skills training, shared tasks and practical or social support reduce burden; document willingness and ability to continue the role rather than assuming family obligation; identify warning signs such as exhaustion, depression, financial crisis, unsafe lifting or inability to meet patient needs; use selected licensed NOC indicators and scale for formal scoring and arrange additional support or escalation when endurance is failing.","NOC 2210 — Resistência no Papel de Cuidador. Exemplo local de avaliação: acompanhar sono, sintomas físicos, sofrimento emocional, confiança, carga de tempo e capacidade do cuidador de sustentar tarefas essenciais sem lesão ou negligência das próprias necessidades; avaliar se descanso, treinamento, divisão de tarefas e apoio prático ou social reduzem sobrecarga; documentar vontade e capacidade de continuar papel sem presumir obrigação familiar; identificar sinais como exaustão, depressão, crise financeira, movimentação insegura ou incapacidade de atender necessidades; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e organizar apoio ou escalonamento quando resistência estiver falhando.","Caregiver-endurance evaluation emphasizes burden, safety and sustainable role capacity.",https://www.nice.org.uk/guidance/ng97/chapter/Recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
